Date,Location,Level,Type,Title/Description ,Comments,Travel restrictions,State of Emergency,School Closure ,Work Closure,Business closing,Gatherings,COVID/Antibody Testing,Safer at Home,Reopening,Relief/Funding/Grant,Masks,Other,Economics
5/27/2020,Nebraska,State,Announcement,Support community institutions to meet critical needs. ,"Such as food security, shelter, and mental health care. The Governor will be using CARES Act funding.",,,,,,,,,,,,,
5/27/2020,Nebraska,State,Announcement,Reimburse state and local governments for coronavirus-related expenses. ,The Governor will be using CARES Act funding.,,,,,,,,,,,,,
5/27/2020,Nebraska,State,Announcement,Shore up the State’s Unemployment Insurance Trust Fund. ,The Governor will be using CARES Act funding.,,,,,,,,,,,,,
5/27/2020,Nebraska,State,Announcement,"Potential General Fund budget flexibility.
",The Governor will be using CARES Act funding.,,,,,,,,,,,,,
6/15/2020,Nebraska,State,Announcement,The next steps in the state’s phased plan to loosen restrictions which will take effect June 22.,School systems can expect to resume in-person instruction in the fall.,,,,,,,,,,,,,
6/26/2020,Nebraska,State,Announcement,The State of Nebraska’s Community CARES program is allocating $85 million to support community organizations.,"Such as food banks, shelters, and mental health care providers as they face increased demand for their services.",,,,,,,,,,,,,
3/2/2020,New York,State,Announcement,School & Public Transportation cleaning protocol. ,,,,,,,,,,,,,,
3/2/2020,New York,State,Announcement,Expand Testing to 1000 per day,Wadsworth Center provides hospitals instructions on how to implement,,,,,,,,,,,,,
3/2/2020,New York,State,Declaration,Governer directs health insurers to waive cost for coronavirus test,The State Department will require health insurers to waive cost sharing associated with testing for coronavirus,,,,,,,,,,,,,
3/3/2020,New York,State,Signed,$40 million emergency funds for coronavirus response,Governer Cuomo signed an emergency management authorization for New York State's novel coronavirus response,,,,,,,,,,,,,
3/3/2020,New York,State,Announcement,Governer will amend Paid Sick Leave budget to protect those isolated and quarantined,Governer Cuomo announced he will amend Paid Sick Leave (no date specified),,,,,,,,,,,,,
3/3/2020,New York,State,Announcement,State Universities will bring back students studying abroad in affected countries,"Universities will review those away, and those planning to go away to countries with a high prevalence of the coronavirus. Will order these students back before the federal governement expands travel restrictions",,,,,,,,,,,,,
3/5/2020,New York,County,Issued,Activated statewide emergency operations center in Albany County and two outposts in Westchester County,Governer Cuomo activated these emergency operations centers,,,,,,,,,,,,,
3/7/2020,New York,State,Declaration,Disaster Emergency Declared,Governer Cuomo declared a diaster emergency in the State of New York,,,,,,,,,,,,,
3/10/2020,New York,City,Ordered,National Guard troops deployed to Health Department command post in New Rochelle,"Governer Cuomo deployed these troops to New Rochelle, an area with 108 confirmed cases at the time of mobilization",,,,,,,,,,,,,
3/11/2020,New York,State,Announcement,Contract 28 private labs to increase COVID-19 testing capacity,,,,,,,,,,,,,,
3/11/2020,New York,State,Announcement,State will provide two weeks paid leave to quarantined workers,,,,,,,,,,,,,,
3/11/2020,New York,City,Announcement,"$200,000 to local food banks in New Rochelle",For families who rely on free school lunches,,,,,,,,,,,,,
3/12/2020,New York,State,Announcement,Gatherings larger than 500 should be cancelled or postponed,,,,,,,,,,,,,,
3/15/2020,New York,County,Announcement,"NYC, Westchester, Suffolk, and Nassau Public Schools are closed for 2 weeks","Governer Cuomo announced this, to begin on March 16th",,,,,,,,,,,,,
3/16/2020,New York,State,Ordered,Executive order,"Increases lospital capacity in the state; directs all nonessential state workers to work from home; opens drive-through mobile testing facilities in State Island, and Rockland County; waives all park fees in state, local, and county parks",,,,,,,,,,,,,
3/16/2020,New York,State,Ordered,Executive order delaying village elections until April 28th primary election,,,,,,,,,,,,,,
3/16/2020,New York,State,Ordered,Executive order to close all schools March 19 - April 1,,,,,,,,,,,,,,
3/16/2020,New York,State,Announcement,"Collaborative effort from Connecticut, New York, and New Jersey",,,,,,,,,,,,,,
3/17/2020,New York,State,Announcement,Legislation to guarantee job protection and pay for those quarantined,,,,,,,,,,,,,,
3/17/2020,New York,State,Announcement,Legislation to guarantee comprehensive paid sick leave,,,,,,,,,,,,,,
3/17/2020,New York,State,Announcement,Temporary halt to collection of medical and student debt,For at least 30 days,,,,,,,,,,,,,
3/18/2020,New York,State,Announcement,"US Navy Ship ""Comfort"" deployed to New York harbor","""Comfort"" is a 1000-bed hospital ship will be deployed",,,,,,,,,,,,,
3/18/2020,New York,State,Ordered,All non-essential businesses to implement work from home policies,With exceptions for specific essential services determined by the state,,,,,,,,,,,,,
3/18/2020,New York,State,Announcement,Pennsylvania to join Tri-State Collaboration,,,,,,,,,,,,,,
3/18/2020,New York,State,Ordered,Limit social and recreational gatherings to 50 people,Tri-State Collaboration,,,,,,,,,,,,,
3/18/2020,New York,State,Ordered,Closing restaurants and bars for on-premise services,Tri-State Collaboration,,,,,,,,,,,,,
3/18/2020,New York,State,Ordered,"Closing of movie theaters, gyms, and casinos",Tri-State Collaboration,,,,,,,,,,,,,
3/19/2020,New York,State,Signed,Executive order requiring decrease in-office workforce by 75%,Exceptions for essential business,,,,,,,,,,,,,
3/19/2020,New York,State,Announcement,Deparment of Financial Services issued 90-day mortgage relief,Governor Cuomo announced the DOFS issued the directive for all New Yorkers,,,,,,,,,,,,,
3/19/2020,New York,State,Announcement,Online portal for retired health care professionals to enlist as reserve medical staff,,,,,,,,,,,,,,
3/19/2020,New York,State,Announcement,Waived the one-week waiting requirement for accessing Unemployment Insurance,,,,,,,,,,,,,,
3/20/2020,New York,State,Declaration,"Closure of barber shops, nail and hair salons, and other care services",,,,,,,,,,,,,,
3/20/2020,New York,State,Issued,Guidance on PAUSE executive order,"A ten-point policy to assured uniform safety for everyone, signed on Friday Mar 20th",,,,,,,,,,,,,
3/21/2020,New York,State,Ordered,Executive order to suspend and modify laws related to the disaster emergency,Executive order 202.9,,,,,,,,,,,,,
3/22/2020,New York,State,Announcement,Army Corps of Engineers to repourpose four temp hospital sites,,,,,,,,,,,,,,
3/22/2020,New York,State,Announcement,Drug trials and aquiring them,"Hydroxychloroquine, Zithromax, and chloroquine",,,,,,,,,,,,,
3/22/2020,New York,State,Announcement,All hospitals must develop plans to expand capacity,,,,,,,,,,,,,,
3/22/2020,New York,State,Announcement,Suspend non-critical surgeries,,,,,,,,,,,,,,
3/25/2020,New York,State,Issued,Statement on Third Supplemental Package,Package that passed the Senate on March 26,,,,,,,,,,,,,
3/26/2020,New York,State,Announcement,State announced it recieved significant donations,"From several major coroporations, philanthropic orgs, and celebrities to help increase the supply of medical materials",,,,,,,,,,,,,
3/26/2020,New York,State,Authorization,Medicaid Waiver,NY provides flexibilities in Medicaid provider screening and enrollment,,,,,,,,,,,,,
3/27/2020,New York,State,Issued,Executive order to suspend and modify laws,EO 202.11; laws related to disaster emergency,,,,,,,,,,,,,
3/28/2020,New York,State,Issued,Executive order to move presidential primary,From April 28 to June 23; EO 202.12,,,,,,,,,,,,,
3/28/2020,New York,State,Issued,Executive order to extend tax filing deadline,EO 292.11; Tax filing deadline pushed to July 15 for personal and corporate taxes,,,,,,,,,,,,,
3/28/2020,New York,State,Announcement,State Dept of Health Wadsworth Lab working with other labs,To evaluate antibody testing,,,,,,,,,,,,,
3/28/2020,New York,State,Announcement,1000 bed temporary hospital set to open,"At Jacob K. Javits Convention Center on expected to open March 30, one week after construction started",,,,,,,,,,,,,
3/28/2020,New York,State,Announcement,Additional sites add emergency beds,"South Beach Psychiatric Center, Westchester Square, and Health Alliance will add 695 more emergency beds",,,,,,,,,,,,,
3/28/2020,New York,State,Announcement,$7.5 million in business conseling approved,To 70 non-profit partners across the state by the Empire State Development Board of Directors,,,,,,,,,,,,,
3/29/2020,New York,State,Announcement,Mobile testing site in Northeast Bronx,"No walk-ins allowed, patients must be in a vehicle",,,,,,,,,,,,,
3/30/2020,New York,State,Issued,Executive order to continue suspension and modification of laws,"EO 202.13; life insurance grace period, school to pay for childcare services, elections pushed to at least June 1",,,,,,,,,,,,,
3/30/2020,New York,State,Announcement,Public and private healtcare systems to create command center to share information,"Mainly about the supplies each hospital has in stock, and what each hospital is ordering",,,,,,,,,,,,,
3/30/2020,New York,State,Announcement,Published unemployment insurace flow chart,To clearly outline how different eligible individuals can access unemployment compensation,,,,,,,,,,,,,
3/30/2020,New York,State,Announcement,Governor publicly asked US healthcare workers across the US to come to NY,,,,,,,,,,,,,,
3/31/2020,New York,State,Announcement,Formation of the Central Coordinating Team,A hospital network to: organize upstate and downstate staffing; Assist Elmhurst hospital and other stressed hospitals; Establish patient thresholds for hospitals; Organize patient transfers to other hospitals and the USNS Comfort; Coordinate State-City stockpiles; Facilitate staffing recruitment,,,,,,,,,,,,,
4/1/2020,New York,State,Announcement,"Regeneron Pharmaceuticals manufacturing 500,000 test kits","At no charge; as well as 25,000 kits per day; Apple donating 1.9 million masks; and Corning donating 100,000 tubes and provided and 500,000 tubes at reduced cost and expedited delivery",,,,,,,,,,,,,
